# ========
# captured on: Mon Jul 15 18:09:32 2013
# hostname : venture
# os release : 3.5.0-23-generic
# perf version : 3.5.7.2
# arch : x86_64
# nrcpus online : 8
# nrcpus avail : 8
# cpudesc : Intel(R) Core(TM) i7 CPU 870 @ 2.93GHz
# cpuid : GenuineIntel,6,30,5
# total memory : 3982968 kB
# cmdline : /usr/bin/perf_3.5.0-23 record ./out/Release/bench --repeat 10 --match path_stroke_big_triangle --config GPU --timers wcg 
# event : name = cycles, type = 0, config = 0x0, config1 = 0x0, config2 = 0x0, excl_usr = 0, excl_kern = 0, id = { 230, 231, 232, 233, 234, 235, 236, 237 }
# HEADER_CPU_TOPOLOGY info available, use -I to display
# HEADER_NUMA_TOPOLOGY info available, use -I to display
# ========
#
# Samples: 2K of event 'cycles'
# Event count (approx.): 2340662987
#
# Overhead  Command            Shared Object                                                                                                                                                                                                                                                     Symbol
# ........  .......  .......................  .........................................................................................................................................................................................................................................................
#
     0.04%    bench  libLLVM-3.0.so.1         [.] llvm::PassRegistry::enumerateWith(llvm::PassRegistrationListener*)                                                                                                                                                                                   
     0.04%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_pushbuf_flush                                                                                                                                                                                                                                
     0.04%    bench  bench                    [.] SkMatrix::setIDiv(int, int)                                                                                                                                                                                                                          
     0.04%    bench  bench                    [.] SkPath::getLastPt(SkPoint*) const                                                                                                                                                                                                                    
     0.04%    bench  libm-2.15.so             [.] 0x000000000002f676                                                                                                                                                                                                                                   
     0.04%    bench  libglsl.so               [.] _mesa_glsl_parse(_mesa_glsl_parse_state*)                                                                                                                                                                                                            
     0.04%    bench  bench                    [.] GrDrawTarget::AutoStateRestore::~AutoStateRestore()                                                                                                                                                                                                  
     0.04%    bench  bench                    [.] GrInOrderDrawBuffer::geometrySourceWillPop(GrDrawTarget::GeometrySrcState const&)                                                                                                                                                                    
     0.04%    bench  libdrm_nouveau.so.1.0.0  [.] nouveau_bo_unmap                                                                                                                                                                                                                                     
     0.04%    bench  libdricore.so            [.] _mesa_init_fbobjects                                                                                                                                                                                                                                 
     0.04%    bench  bench                    [.] SkPath::isRect(bool*, SkPath::Direction*) const                                                                                                                                                                                                      
     0.04%    bench  bench                    [.] SkBitmap::~SkBitmap()                                                                                                                                                                                                                                
     0.04%    bench  libdricore.so            [.] _mesa_validate_DrawElements                                                                                                                                                                                                                          
     0.04%    bench  libLLVM-3.0.so.1         [.] llvm::Pass::getPassID() const                                                                                                                                                                                                                        
     0.04%    bench  bench                    [.] GrGLAttribArrayState::set(GrGpuGL const*, int, GrGLVertexBuffer*, int, unsigned int, unsigned char, int, void*)                                                                                                                                      
     0.04%    bench  libpthread-2.15.so       [.] pthread_once                                                                                                                                                                                                                                         
